type,start_seconds,end_seconds
CommandExecution,44064.349,44065.33
Reasoning,44068.551,44077.971
AgentMessage,44077.975,44079.431
CommandExecution,44087.207,44087.207
CommandExecution,44087.389,44088.295
Reasoning,44090.565,44092.281
CommandExecution,44100.566,44100.566
CommandExecution,44099.503,44108.585
Reasoning,44101.98,44114.311
CommandExecution,44115.525,44115.526
CommandExecution,44125.891,44127.052
CommandExecution,44124.712,44127.515
Reasoning,44130.841,44135.851
CommandExecution,44065.508,44157.398
Reasoning,44152.076,44171.261
AgentMessage,44171.271,44172.416
CommandExecution,44141.191,44172.922
CommandExecution,44173.722,44173.722
Reasoning,44177.436,44178.456
CommandExecution,44180.766,44180.767
Reasoning,44183.201,44184.866
CommandExecution,44186.755,44186.755
Reasoning,44188.828,44190.256
CommandExecution,44193.843,44193.844
Reasoning,44196.316,44213.526
Reasoning,44213.529,44217.852
AgentMessage,44217.854,44218.881
CommandExecution,44222.566,44222.566
Reasoning,44227.231,44227.791
CommandExecution,44232.676,44232.676
Reasoning,44234.751,44250.636
Reasoning,44268.596,44275.221
CommandExecution,44265.327,44281.695
CommandExecution,44282.731,44282.731
Reasoning,44287.076,44297.871
CommandExecution,44303.059,44319.359
Reasoning,44305.881,44320.731
AgentMessage,44320.736,44322.346
CommandExecution,44326.481,44326.481
Reasoning,44329.001,44331.866
CommandExecution,44340.949,44341.992
Reasoning,44345.571,44348.438
CommandExecution,44356.03,44356.75
CommandExecution,44356.825,44356.825
Reasoning,44360.181,44362.651
CommandExecution,44369.89,44370.982
Reasoning,44373.151,44386.591
CommandExecution,44398.191,44398.191
CommandExecution,44368.702,44400.543
Reasoning,44400.491,44404.946
AgentMessage,44404.951,44406.602
CommandExecution,44325.412,44417.515
Extension,44406.869,44436.87
CommandExecution,44441.206,44441.206
Reasoning,44445.871,44447.562
CommandExecution,44454.913,44454.914
Reasoning,44457.291,44460.662
CommandExecution,44463.92,44463.92
Reasoning,44466.576,44475.006
CommandExecution,44478.866,44478.867
Reasoning,44482.466,44492.304
CommandExecution,44505.099,44505.099
Reasoning,44508.446,44518.341
Reasoning,44541.306,44551.872
AgentMessage,44551.876,44553.196
CommandExecution,44537.427,44553.724
CommandExecution,44565.251,44566.548
Reasoning,44568.686,44571.482
CommandExecution,44575.513,44576.191
CommandExecution,44576.268,44576.268
Reasoning,44586.351,44604.681
CommandExecution,44583.194,44615.133
Extension,44604.798,44634.8
CommandExecution,44639.469,44639.469
Reasoning,44642.706,44645.012
AgentMessage,44645.021,44646.761
CommandExecution,44654.126,44654.126
Reasoning,44656.286,44668.86
CommandExecution,44653.043,44670.258
Extension,44670.209,44700.209
CommandExecution,44707.661,44707.661
Reasoning,44709.797,44725.362
Reasoning,44725.365,44729.266
AgentMessage,44729.269,44731.261
CommandExecution,44564.065,44741.232
Extension,44731.419,44761.42
CommandExecution,44768.649,44769.846
Reasoning,44775.252,44778.027
CommandExecution,44783.214,44794.227
Reasoning,44786.301,44804.066
McpToolCall,44805.852,44806.352
Reasoning,44811.466,44815.257
AgentMessage,44815.271,44816.916
Extension,44817.249,44847.251
McpToolCall,44856.61,44856.857
CommandExecution,44857.035,44857.066
Reasoning,44859.886,44863.802
CommandExecution,44866.693,44866.99
Reasoning,44870.557,44886.332
Extension,44886.694,44916.696
McpToolCall,44922.569,44922.942
CommandExecution,44938.951,44953.178
CommandExecution,44938.892,44958.35
Reasoning,44944.759,44961.696
Reasoning,44961.706,44966.743
AgentMessage,44966.746,44968.245
CommandExecution,44986.209,44986.529
CommandExecution,44986.609,44986.609
Reasoning,44990.626,45006.316
CommandExecution,44938.916,45032.093
CommandExecution,45042.224,45042.224
Reasoning,45045.183,45057.856
AgentMessage,45057.871,45060.096
Extension,45060.426,45090.427
CommandExecution,45096.207,45096.237
Reasoning,45099.505,45115.025
Reasoning,45115.028,45120.191
Extension,45120.908,45150.909
Reasoning,45157.851,45159.17
AgentMessage,45159.173,45160.826
Reasoning,45170.16,45185.694
Reasoning,45185.698,45194.59
Extension,45194.966,45224.967
CommandExecution,45232.637,45232.638
Reasoning,45242.538,45258.869
AgentMessage,45258.873,45259.879
Extension,45260.046,45290.046
CommandExecution,45294.896,45294.896
Reasoning,45298.778,45315.415
Extension,45315.578,45345.58
Reasoning,45358.473,45363.158
CommandExecution,44938.863,45363.727
AgentMessage,45363.162,45364.853
Extension,45365.161,45395.162
CommandExecution,45402.569,45402.569
Reasoning,45407.682,45408.572
CommandExecution,45410.581,45410.582
Reasoning,45413.152,45419.592
CommandExecution,45424.164,45424.322
Reasoning,45428.077,45443.642
AgentMessage,45443.662,45445.682
CommandExecution,45450.71,45450.71
Reasoning,45453.637,45455.177
Reasoning,45466.347,45482.017
Reasoning,45482.025,45497.417
Reasoning,45497.42,45505.402
Extension,45505.744,45535.745
CommandExecution,45542.841,45542.841
Reasoning,45548.918,45562.831
AgentMessage,45562.851,45563.928
Extension,45564.149,45614.15
CommandExecution,45622.657,45622.657
Reasoning,45627.046,45627.931
AgentMessage,45627.935,45630.096
Extension,45630.404,45680.405
CommandExecution,45686.908,45686.909
Reasoning,45689.971,45705.441
Reasoning,45705.444,45716.16
AgentMessage,45716.164,45716.956
Extension,45717.168,45767.169
CommandExecution,45772.354,45772.354
Reasoning,45774.7,45791.453
Reasoning,45791.457,45796.169
Reasoning,45802.997,45803.795
AgentMessage,45803.799,45805.401
Extension,45805.732,45855.734
CommandExecution,45859.691,45859.692
Reasoning,45864.983,45871.745
AgentMessage,45871.757,45873.029
CommandExecution,45459.02,45898.5
Extension,45873.364,45923.364
CommandExecution,45929.347,45929.348
Reasoning,45935.569,45952.179
AgentMessage,45952.225,45953.739
CommandExecution,45993.707,45994.817
Reasoning,46003.235,46015.795
CommandExecution,46018.974,46018.974
AgentMessage,46022.041,46024.354
Reasoning,46036.089,46055.675
Reasoning,46055.68,46067.199
Reasoning,46067.202,46082.754
AgentMessage,46082.757,46084.359
CommandExecution,46097.28,46097.28
Reasoning,46100.924,46101.799
Extension,46102.132,46152.133
CommandExecution,46156.677,46156.677
AgentMessage,46161.556,46163.22
Extension,46163.567,46213.568
CommandExecution,46219.156,46219.156
Reasoning,46223.333,46223.751
AgentMessage,46223.753,46225.111
Extension,46225.491,46275.492
CommandExecution,46279.857,46279.857
AgentMessage,46283.873,46285.668
Extension,46286.106,46336.106
CommandExecution,46348.705,46348.705
Reasoning,46351.238,46355.614
AgentMessage,46355.616,46356.515
Extension,46356.826,46406.826
CommandExecution,46415.16,46415.16
Reasoning,46420.373,46434.39
AgentMessage,46434.393,46436.043
Extension,46436.409,46486.411
CommandExecution,46490.924,46490.924
AgentMessage,46493.013,46494.693
Extension,46495.1,46545.102
CommandExecution,46549.235,46549.235
Reasoning,46551.608,46552.323
AgentMessage,46552.327,46553.928
Extension,46554.311,46604.312
CommandExecution,46609.382,46609.383
Reasoning,46613.848,46629.378
Reasoning,46629.385,46644.918
Reasoning,46644.92,46646.701
AgentMessage,46646.702,46648.587
Extension,46648.93,46698.932
CommandExecution,46705.737,46705.737
Reasoning,46709.067,46724.473
Reasoning,46724.5,46740.038
AgentMessage,46740.041,46741.507
Extension,46741.981,46791.982
CommandExecution,46797.643,46797.644
Reasoning,46801.95,46817.533
AgentMessage,46817.538,46819.407
Extension,46819.742,46869.742
CommandExecution,46877.595,46877.595
Reasoning,46887.404,46890.987
AgentMessage,46890.99,46892.492
Extension,46892.976,46942.977
CommandExecution,46956.448,46956.448
Reasoning,46962.312,46965.624
AgentMessage,46965.627,46966.767
Reasoning,46971.882,46987.422
Reasoning,46987.425,47002.972
AgentMessage,47002.975,47004.627
CommandExecution,47010.075,47010.076
Reasoning,47013.652,47015.552
Extension,47016.125,47066.126
CommandExecution,47074.92,47074.921
AgentMessage,47080.422,47082.077
Extension,47082.469,47132.47
CommandExecution,47137.531,47137.531
Reasoning,47143.381,47148.692
AgentMessage,47148.695,47149.447
Extension,47149.92,47199.921
CommandExecution,47205.939,47205.939
AgentMessage,47210.897,47212.187
Extension,47212.554,47262.556
CommandExecution,47273.321,47273.321
Reasoning,47278.157,47280.997
AgentMessage,47281.0,47281.567
Extension,47282.964,47332.966
CommandExecution,47341.161,47341.161
Reasoning,47352.672,47365.132
AgentMessage,47365.136,47365.737
Extension,47366.244,47416.246
CommandExecution,47429.525,47429.526
Reasoning,47434.131,47440.331
AgentMessage,47440.334,47440.782
Extension,47441.059,47491.059
CommandExecution,47499.094,47499.094
Reasoning,47504.216,47518.706
AgentMessage,47518.716,47520.063
Extension,47520.424,47570.426
CommandExecution,47580.825,47580.825
Reasoning,47585.921,47586.402
AgentMessage,47586.416,47588.338
Extension,47588.659,47638.66
CommandExecution,47641.398,47641.398
Reasoning,47647.246,47647.721
AgentMessage,47647.734,47649.063
Extension,47649.424,47694.425
CommandExecution,47697.187,47697.187
Reasoning,47704.481,47705.541
AgentMessage,47705.546,47707.121
Extension,47707.394,47752.395
CommandExecution,47756.75,47756.751
Reasoning,47759.646,47760.551
AgentMessage,47760.561,47762.451
Extension,47762.832,47807.834
CommandExecution,47811.18,47811.18
AgentMessage,47814.056,47815.186
Extension,47816.946,47861.948
CommandExecution,47865.679,47865.679
Reasoning,47870.631,47872.296
AgentMessage,47872.301,47873.616
Extension,47873.978,47918.98
CommandExecution,47922.753,47922.753
Reasoning,47927.061,47942.756
Reasoning,47942.77,47943.216
AgentMessage,47943.22,47945.066
Extension,47945.418,47990.42
CommandExecution,47993.11,47993.111
Reasoning,47997.321,47998.776
AgentMessage,47998.79,47999.891
Extension,48000.268,48045.269
CommandExecution,48048.929,48048.929
AgentMessage,48051.62,48053.432
Extension,48053.793,48098.795
CommandExecution,48103.162,48103.163
AgentMessage,48107.881,48109.116
Extension,48109.459,48154.46
CommandExecution,48158.775,48158.776
Reasoning,48161.69,48165.951
AgentMessage,48165.955,48166.851
Extension,48167.203,48212.203
CommandExecution,48220.049,48220.049
Reasoning,48223.391,48224.25
AgentMessage,48224.255,48226.17
Extension,48226.503,48271.504
CommandExecution,48274.085,48274.085
AgentMessage,48277.555,48278.75
Extension,48279.084,48324.085
CommandExecution,48328.598,48328.598
Reasoning,48331.261,48347.12
Reasoning,48347.124,48359.315
AgentMessage,48359.333,48359.505
Extension,48359.618,48404.619
CommandExecution,48407.309,48407.31
Reasoning,48411.78,48414.07
AgentMessage,48414.074,48415.931
Extension,48416.273,48461.274
CommandExecution,48465.185,48465.185
AgentMessage,48470.435,48471.605
Extension,48471.918,48516.919
CommandExecution,48520.367,48520.368
AgentMessage,48524.005,48525.915
Extension,48526.238,48571.239
CommandExecution,48575.354,48575.355
Reasoning,48578.315,48579.85
AgentMessage,48579.86,48581.22
Extension,48581.567,48626.568
CommandExecution,48629.23,48629.23
AgentMessage,48633.505,48634.545
Extension,48634.853,48679.854
CommandExecution,48684.653,48684.653
Reasoning,48689.245,48705.95
Reasoning,48705.954,48720.337
AgentMessage,48720.341,48721.09
Extension,48721.267,48766.269
CommandExecution,48768.915,48768.915
Reasoning,48773.715,48774.26
AgentMessage,48774.264,48775.565
Extension,48775.932,48820.933
CommandExecution,48826.213,48826.213
AgentMessage,48831.54,48832.765
Extension,48833.124,48878.124
CommandExecution,48883.524,48883.525
AgentMessage,48886.67,48888.79
Extension,48889.233,48934.234
CommandExecution,48939.741,48939.741
Reasoning,48942.94,48943.504
AgentMessage,48943.527,48944.895
Extension,48945.103,48990.104
CommandExecution,48993.078,48993.078
AgentMessage,48999.159,49000.715
Extension,49001.097,49046.099
CommandExecution,49048.678,49048.678
Reasoning,49053.364,49056.144
AgentMessage,49056.149,49057.735
Extension,49058.087,49103.088
CommandExecution,49105.831,49105.832
ContextCompaction,49105.972,49299.661
CommandExecution,49305.268,49305.269
Reasoning,49308.232,49310.463
AgentMessage,49310.466,49312.148
CommandExecution,49314.525,49314.526
CommandExecution,49314.582,49314.582
Reasoning,49315.822,49319.513
CommandExecution,49327.536,49327.536
CommandExecution,49327.715,49328.185
Reasoning,49331.588,49334.293
AgentMessage,49334.303,49336.208
AgentMessage,49337.853,49339.228
CommandExecution,49341.563,49341.563
CommandExecution,49341.63,49341.631
Reasoning,49342.888,49343.868
CommandExecution,49346.634,49346.635
Reasoning,49357.563,49358.774
CommandExecution,49360.62,49360.62
Reasoning,49363.028,49363.564
Extension,49363.861,49408.863
CommandExecution,49411.875,49411.875
CommandExecution,49411.928,49411.928
Reasoning,49413.139,49413.784
AgentMessage,49413.809,49415.549
Extension,49416.501,49461.502
CommandExecution,49463.442,49463.442
Reasoning,49464.74,49465.599
AgentMessage,49465.604,49467.2
Extension,49467.517,49512.519
CommandExecution,49514.29,49514.29
Reasoning,49528.425,49529.08
AgentMessage,49529.085,49530.666
CommandExecution,49533.186,49533.186
CommandExecution,49537.743,49537.743
Reasoning,49539.555,49541.085
CommandExecution,49523.37,49541.958
CommandExecution,49543.277,49543.277
CommandExecution,49551.302,49552.256
Reasoning,49554.525,49556.84
CommandExecution,49558.89,49558.89
Reasoning,49560.24,49566.6
CommandExecution,49571.3,49571.3
Reasoning,49572.776,49576.615
AgentMessage,49576.625,49578.141
Reasoning,49586.24,49590.476
CommandExecution,49583.582,49595.049
CommandExecution,49595.664,49595.664
Reasoning,49603.621,49611.061
CommandExecution,49614.52,49614.52
Reasoning,49617.421,49624.851
CommandExecution,49627.195,49627.195
Reasoning,49629.368,49630.221
CommandExecution,49648.24,49648.241
Reasoning,49650.026,49652.701
CommandExecution,49666.364,49666.364
Reasoning,49671.656,49672.196
CommandExecution,49677.731,49677.731
Reasoning,49680.236,49681.007
AgentMessage,49681.011,49683.271
CommandExecution,49686.815,49686.815
Reasoning,49693.257,49695.227
CommandExecution,49704.232,49704.232
CommandExecution,49703.168,49704.264
CommandExecution,49704.311,49704.312
Reasoning,49706.107,49707.422
CommandExecution,49677.909,49711.709
CommandExecution,49711.781,49711.781
CommandExecution,49711.833,49711.833
Reasoning,49713.392,49715.871
CommandExecution,49735.567,49735.567
Reasoning,49737.282,49739.962
AgentMessage,49739.967,49741.722
CommandExecution,49734.494,49745.28
CommandExecution,49757.866,49757.866
Reasoning,49768.547,49772.572
CommandExecution,49776.013,49778.309
CommandExecution,49764.536,49781.257
Reasoning,49782.642,49784.618
CommandExecution,49788.32,49788.887
Reasoning,49791.517,49793.582
CommandExecution,49801.899,49802.882
Reasoning,49804.227,49805.324
CommandExecution,49807.526,49807.527
Reasoning,49809.177,49812.742
CommandExecution,49820.717,49821.415
Reasoning,49822.772,49824.334
CommandExecution,49826.437,49826.437
Reasoning,49828.214,49830.512
CommandExecution,49834.276,49834.276
Reasoning,49840.998,49845.062
CommandExecution,49819.537,49848.144
CommandExecution,49867.661,49867.764
Reasoning,49869.622,49869.992
AgentMessage,49869.994,49871.663
CommandExecution,49873.755,49873.755
Reasoning,49875.16,49875.762
CommandExecution,49885.523,49886.369
CommandExecution,49884.338,49890.958
Reasoning,49890.683,49894.063
CommandExecution,49899.671,49900.115
CommandExecution,49900.295,49901.621
Reasoning,49903.473,49908.573
CommandExecution,49913.669,49913.67
Reasoning,49916.291,49919.438
CommandExecution,49953.634,49955.186
Reasoning,49961.523,49964.423
CommandExecution,49974.222,49974.222
Reasoning,49975.618,49977.268
CommandExecution,49968.166,49985.435
CommandExecution,49985.628,49985.629
CommandExecution,49985.806,49989.721
Reasoning,49994.843,49995.963
AgentMessage,49995.966,49997.698
CommandExecution,50002.324,50002.325
Reasoning,50004.193,50007.023
CommandExecution,50020.714,50020.867
Reasoning,50022.34,50024.813
CommandExecution,50014.526,50047.773
CommandExecution,49886.548,50066.473
Extension,50025.098,50070.1
CommandExecution,50075.365,50075.366
CommandExecution,50075.438,50075.438
Reasoning,50079.229,50079.69
AgentMessage,50079.703,50081.469
CommandExecution,50089.338,50089.338
Reasoning,50092.309,50094.954
CommandExecution,50087.094,50102.021
CommandExecution,50100.796,50102.61
McpToolCall,50102.028,50104.549
CommandExecution,50088.279,50105.14
Reasoning,50105.874,50114.084
Extension,50114.342,50159.342
CommandExecution,50168.621,50168.909
McpToolCall,50168.922,50169.279
Reasoning,50170.779,50176.244
AgentMessage,50176.255,50177.719
CommandExecution,50180.044,50180.044
Reasoning,50182.029,50186.809
Extension,50187.167,50232.168
CommandExecution,50239.999,50240.325
McpToolCall,50240.331,50240.7
CommandExecution,50240.772,50240.772
Reasoning,50242.604,50243.71
Reasoning,50256.016,50263.931
AgentMessage,50263.947,50265.554
CommandExecution,50253.087,50265.975
CommandExecution,50252.999,50270.636
CommandExecution,50303.31,50303.311
CommandExecution,50303.497,50303.929
